,album,artist,duration_ms,energy,genredanceability,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
3170,Life Is Pain,Death Blooms,174012,0.993,,0.0,4,0.839,-3.18,0,44.0,0.204,150.004,4,7ygsUWdeNVaiEu4mxE1xnS,Life Is Pain,0.322
3171,Save Me,Skillet,223241,0.888,,0.0,1,0.214,-3.985,0,0.0,0.0377,96.033,4,4pJM8ZZ3YIO4xOeD5k8s5P,Save Me,0.446
3172,Unstoppable,Disconnected,222430,0.955,,1.08e-05,8,0.182,-4.499,1,44.0,0.078,76.464,4,3GEt0KLFFxhX3LvF7JJtAV,Unstoppable,0.403
3173,Mannequin Eyes,DED,206571,0.998,,0.0,2,0.104,-2.801,1,49.0,0.286,104.997,4,6dt9QPbM1cJcPd6r9n1XuK,A Mannequin Idol (Lullaby),0.038
3174,Death March,CABAL,191080,0.96,,0.0,9,0.318,-5.177,0,38.0,0.137,175.994,4,4v9IrQXFYYbeHGR9EOnnqR,Death March,0.236
3175,This Heavy Void,Bodysnatcher,232635,0.935,,0.00474,10,0.256,-4.441,0,43.0,0.0915,109.988,4,0GMxpb1QzgOffiN3WwEO10,Black of My Eyes,0.189
3176,Aftermath,The Ghost Inside,298826,0.953,,0.0,5,0.1,-3.334,0,54.0,0.192,172.023,4,0UL668NCJKvzQuIgkwTQtz,Aftermath,0.127
3177,Pariah,END,209940,0.911,,0.00269,0,0.299,-3.404,1,38.0,0.0556,138.149,4,1SZQIQ8UGT1uvKBweFeVf6,Pariah,0.323
3178,A Flag to Wave,Currents,214477,0.99,,0.0109,7,0.119,-4.891,1,3.0,0.111,110.092,4,0o1F2rRs6K0WFHP047fnDX,A Flag to Wave,0.0449
3179,Here Comes The Boom,Rise Of The Northstar,251560,0.969,,0.132,7,0.952,-3.396,1,0.0,0.0817,105.022,4,7foMdEhJevqESQw39FQcuv,Here Comes The Boom,0.223
3180,My Own Grave,As I Lay Dying,253318,0.995,,0.00976,5,0.05,-4.316,0,0.0,0.279,125.025,4,2QcHIZFd5Meeroa1HB1L90,My Own Grave,0.0394
3181,Catastrophist,Trivium,388035,0.965,,3.13e-05,10,0.0598,-4.25,0,2.0,0.197,157.102,4,32pOmdexX8M7me2PdINJYb,Catastrophist,0.488
3182,Impending Dominance,Ingested,235596,0.989,,0.0244,9,0.141,-3.54,1,38.0,0.104,137.474,4,2o4kpCx4JnNk65gZepC7S1,Impending Dominance,0.232
3183,Down To Hell,Asking Alexandria,196464,0.962,,0.000436,7,0.112,-3.874,1,57.0,0.0864,118.043,4,0bjBFEzs0cbvqNLfDMUSjH,Down To Hell,0.341
3184,STFU,Annisokay,210590,0.902,,1.26e-06,6,0.292,-6.507,0,12.0,0.0543,130.026,4,1SRLP4Itr5mk2J5flHiCah,STFU,0.406
3185,The Sacrament of Sin,Powerwolf,218080,0.933,,3.36e-06,1,0.119,-4.658,0,59.0,0.0685,143.076,4,1KCDsPKFISNM2YZFFAoI7s,Demons Are a Girl's Best Friend,0.392
3186,The Great War,Sabaton,268267,0.937,,3.03e-05,0,0.298,-5.494,0,63.0,0.0512,105.026,4,4fmr8c3rh0dUKjw14UGfaH,Great War,0.416
3187,Rising Fire,Firewind,206427,0.887,,0.0,2,0.0588,-4.272,1,45.0,0.0626,119.948,4,5uEOhWDWr4gN9YMgZNVGRB,Rising Fire,0.387
3188,Atonement,Killswitch Engage,185067,0.984,,4.99e-06,5,0.349,-4.222,1,55.0,0.0672,103.963,4,2Fup9XFE9sXWu9Qft2Q7ZB,The Signal Fire (feat. Howard Jones),0.192
3189,Checkmate,Lamb of God,270508,0.994,,0.412,2,0.198,-3.592,1,4.0,0.0716,119.976,4,6q72OHGM81Zs5q5jx7YZLR,Checkmate,0.119
3190,Painkiller,Judas Priest,365827,0.987,,0.0847,1,0.268,-4.667,0,66.0,0.16,103.16,4,0L7zm6afBEtrNKo6C6Gj08,Painkiller,0.101
3191,MANTRA,Bring Me The Horizon,233298,0.817,,0.0,0,0.153,-3.508,1,62.0,0.0447,90.024,4,7dRj3sTBYkNbEx5kdNHriv,MANTRA,0.617
3192,DEUTSCHLAND,Rammstein,322340,0.895,,0.349,7,0.0985,-5.242,1,68.0,0.0442,120.117,4,1T8IRUJBga0JXioJZvxjBR,DEUTSCHLAND,0.237
3193,Blood,Breaking Benjamin,189120,0.971,,3.66e-05,4,0.313,-2.755,0,0.0,0.0824,90.52,4,7EUiapvzdmXuh191SHrpFT,Blood,0.348
3194,Right Now,Fire From The Gods,225026,0.916,,4.43e-06,1,0.0996,-4.734,0,57.0,0.233,89.468,4,1mQaehT2IA8PAb6drI1RNB,Right Now,0.433
3195,All Out Life,Slipknot,340132,0.97,,0.136,0,0.0871,-2.838,1,67.0,0.116,106.558,4,6vAQtUlYrzolE6SS9QCTs5,All Out Life,0.0506
3196,666 - World Divided,Kreator,284715,0.959,,0.00678,7,0.178,-5.875,1,50.0,0.0612,97.974,4,2OsCkXO8524Qxwe1pR3eAb,666 - World Divided,0.365
3197,"Ballistic, Sadistic",Annihilator,266015,0.974,,0.0149,1,0.231,-4.481,0,43.0,0.105,199.999,4,7CMBg4DxJSfDCcGDsRnzqM,Armed To The Teeth,0.521
3198,Glamour & Gloom,Tenside,213000,0.973,,0.142,1,0.424,-4.693,1,43.0,0.0835,193.971,4,3KBczoPL3ICgxfb44aCx3a,Along with the Gods,0.614
3199,Reverence,Parkway Drive,255231,0.964,,0.0247,6,0.525,-4.545,1,63.0,0.0866,99.731,3,7lMFAK8dv0QkWpIlZcWQlJ,Prey,0.325
3200,Titans of Creation,Testament,392067,0.995,,0.165,11,0.316,-4.997,1,49.0,0.142,118.049,4,3orHIz1YV1bmUHsi2fze48,Night of the Witch,0.038
3201,Hail to the King,Avenged Sevenfold,305907,0.916,,0.0259,3,0.126,-4.358,0,76.0,0.0387,118.004,4,5anCkDvJ17aznvK5TED5uo,Hail to the King,0.683
3202,Prosthetic,Haken,358133,0.971,,0.00832,11,0.108,-4.954,1,47.0,0.0851,186.033,3,2tbGvqKO4Xep8mxb29ABOy,Prosthetic,0.26
3203,Master of Extremity,Fuming Mouth,254733,0.881,,0.806,6,0.331,-5.647,1,34.0,0.0467,143.659,4,47XrdzCUwyLdYsDct2QzRB,Master of Extremity,0.222
3204,SLEEPS SOCIETY,While She Sleeps,201252,0.947,,1.63e-05,2,0.312,-4.175,1,64.0,0.23,85.044,4,5LteMwtmnx3IOCihvyO4v0,SLEEPS SOCIETY,0.319
3205,Demigod,Behemoth,211267,0.927,,0.894,6,0.0748,-5.824,1,45.0,0.0823,91.348,4,2MYdLzcBnDnk97PutLCRWP,Conquer All,0.255
3206,The Path,Fit For A King,187143,0.959,,0.000183,1,0.107,-5.262,1,49.0,0.247,168.033,4,5umc4FlbF2BbXmmKZ1n8an,Vendetta,0.232
3207,Eat What You Kill,Confess,315790,0.95,,0.679,3,0.112,-4.41,0,32.0,0.0847,95.065,4,6yz2HojEuzMLx1yJoMYVSH,Eat What You Kill,0.105
3208,Underneath the Scars,Kataklysm,226840,0.972,,0.368,7,0.356,-5.689,1,33.0,0.1,108.027,4,3Wr4Ir8HWa3QsHBXbUPSWQ,Underneath the Scars,0.199
3209,Mayday,Abbie Falls,198600,0.997,,0.569,3,0.0561,-3.734,1,41.0,0.29,200.007,4,01yF8zxWrRNwIKbboQWXUc,Mayday,0.101
3210,Snowblood,ERRA,253680,0.983,,0.0148,11,0.0763,-3.186,1,58.0,0.125,125.017,4,5SIVBEbFY1e3L2ri0DWR4h,Snowblood,0.359
3211,Opening Fire: 2008-2014,Power Trip,257695,0.979,,0.204,9,0.0644,-3.963,0,44.0,0.184,169.925,4,430VZGvjBfWzjVf0vZkbb8,Divine Apprehension,0.153
3212,Bill & Ted Face The Music (Original Motion Picture Soundtrack),Various Artists,239442,0.992,,0.921,7,0.32,-3.673,1,50.0,0.209,107.518,4,5zTg8hLkN1xOxWYp6g0Zkc,The Death Of Us,0.107
3213,Annihilation,Fit For A King,190549,0.96,,0.0106,7,0.343,-4.889,1,53.0,0.0584,91.026,4,4ugsTxjvUc7iGuY1fMNWzO,Annihilation,0.405
3214,SUPERNØVA (feat. Marcus Bischoff of Heaven Shall Burn),GHØSTKID,225709,0.969,,0.0,4,0.389,-5.478,0,56.0,0.0914,74.965,4,1Vbmq7Tp3hRhrhUbDT7AME,SUPERNØVA (feat. Marcus Bischoff of Heaven Shall Burn),0.336
3215,Endarkenment,Anaal Nathrakh,235493,0.588,,0.167,8,0.321,-5.027,1,41.0,0.0892,119.844,4,3BNourqkaWoTaHoxS2LFfO,Endarkenment,0.195
3216,Habitual Decline,Like Moths To Flames,191548,0.986,,0.000851,6,0.29,-3.797,1,55.0,0.119,116.993,4,43EgxfBHcJr15V5tHOdRSQ,Habitual Decline,0.398
3217,Bleeding Sun,Chelsea Grin,219692,0.983,,0.0598,11,0.423,-4.189,1,53.0,0.241,130.055,4,6bsxDgpU5nlcHNZYtsfZG8,Bleeding Sun,0.139
3218,Nightmare Logic,Power Trip,225245,0.991,,0.657,8,0.359,-4.028,0,55.0,0.0676,167.035,4,1kbwEcixFWVj5dFO9Kso3J,Executioner's Tax (Swing of the Axe),0.559
3219,Ultimate,Nasty,151800,0.975,,1.06e-05,1,0.318,-5.206,0,34.0,0.349,135.096,4,330RnswrHmcXgIgee4ZVOU,Ultimate,0.115
3220,Holy Roller,Spiritbox,173174,0.951,,0.0107,1,0.937,-6.505,1,40.0,0.0853,161.174,4,464QoEFa53Et91wTKjLmTE,Holy Roller,0.167
3221,The Cavalry,Pig Destroyer,228827,0.941,,0.685,1,0.247,-5.29,1,34.0,0.058,107.461,4,2N30U6cJfBadNeLpGI2pjW,The Cavalry,0.0449
3222,No Way Out,Within Destruction,199747,0.991,,0.00489,10,0.368,-0.645,0,42.0,0.123,159.831,4,6Bx2mNH8QzyBo0bFYBId5A,No Way Out,0.108
3223,No Rest No Peace,Katalepsy,266519,0.962,,0.466,10,0.103,-3.192,0,30.0,0.173,107.439,4,5z2l7csO5pRiFd95W8PiRI,No Rest No Peace,0.116
3224,Torture,Cannibal Corpse,284400,0.977,,0.472,10,0.105,-5.036,0,52.0,0.0781,172.059,4,6V3SNkvi4BnfmZU0j7s9TQ,Scourge of Iron,0.339
3225,Cosmic Maelstrom,Cult of Lilith,328379,0.981,,0.000189,0,0.186,-3.773,0,27.0,0.155,109.993,4,0qUi4EcvYS5FBJXv1AGGJn,Cosmic Maelstrom,0.149
3226,Defy the Tyrant,Venom Prison,230000,0.953,,0.752,6,0.35,-5.047,1,29.0,0.0918,89.829,4,2sTMlokPk1iuh8oGpncJPZ,Defy the Tyrant,0.158
3227,Hypa Hypa,Eskimo Callboy,213000,0.971,,0.0,4,0.0639,-4.043,1,65.0,0.0537,75.997,4,5tXgNRHlUyfrc7P5GgpwnI,Hypa Hypa,0.591
3228,Nobody,Decayer,249902,0.987,,0.00342,10,0.0898,-3.333,0,46.0,0.235,118.974,4,6II9b4hQFTqgtUXR7eYCt9,Nobody,0.0396
3229,The Outlaw,Wake up Frankie,226957,0.887,,0.000128,10,0.394,-6.371,0,31.0,0.0606,126.475,4,5C2rlT1Tt9QztEI6dtsZT6,The Outlaw,0.432
3230,Writhe,Teeth,202765,0.993,,0.329,6,0.659,-3.317,1,30.0,0.31,106.747,4,6GG08QXPhf0GweL9WIUZbF,Writhe,0.0395
3231,Akudama,Alpha Wolf,157412,0.993,,0.00123,1,0.33,-1.115,0,52.0,0.141,170.196,4,6WJHdM16lYFUz4mUnrULi9,Akudama,0.178
3232,Chainbreaker,Shrine of Malice,275808,0.941,,0.0703,7,0.49,-3.023,1,39.0,0.0919,130.112,4,7KkrCCOoddB1w1UvGhOZrD,Chainbreaker,0.171
3233,Waiting for the End,Left Behind,193990,0.947,,0.0635,4,0.0612,-3.116,1,15.0,0.0952,129.867,4,0nMsXo9CD2Dbaw6EODNbJI,Waiting for the End,0.385
3234,Pressure Point,The Ghost Inside,230508,0.988,,0.0,4,0.224,-1.944,1,52.0,0.249,76.065,4,6dSMTj7IJuQc8rgKO10l0E,Pressure Point,0.189
3235,Demolisher,Slaughter to Prevail,216000,0.991,,1.92e-05,9,0.0936,-2.152,1,62.0,0.235,100.022,4,2ZNu55CIrGd8psBWZmw8WY,Demolisher,0.0596
3236,Life Is Pain,Death Blooms,174012,0.993,,0.0,4,0.839,-3.18,0,44.0,0.204,150.004,4,7ygsUWdeNVaiEu4mxE1xnS,Life Is Pain,0.322
3237,Fire,Wither,123693,0.897,,0.0,10,0.541,-5.06,0,27.0,0.114,95.474,1,4nZAKFFvyviDamzAyDGpYm,Fire,0.215
3238,Impending Dominance,Ingested,235596,0.989,,0.0244,9,0.141,-3.54,1,38.0,0.104,137.474,4,2o4kpCx4JnNk65gZepC7S1,Impending Dominance,0.232
3239,Deathrace,Teeth,172000,0.989,,0.491,0,0.382,-3.667,1,35.0,0.185,89.978,3,43TwKYflrnJ4evLlfAdqrb,Deathrace,0.338
3240,Pariah,END,209940,0.911,,0.00269,0,0.299,-3.404,1,38.0,0.0556,138.149,4,1SZQIQ8UGT1uvKBweFeVf6,Pariah,0.323
3241,Aftermath,The Ghost Inside,298826,0.953,,0.0,5,0.1,-3.334,0,54.0,0.192,172.023,4,0UL668NCJKvzQuIgkwTQtz,Aftermath,0.127
3242,I Am Your God,Xile,175413,0.968,,0.524,0,0.156,-1.509,1,29.0,0.17,159.457,4,0DGdIxB7uUIgmyRvSmt3HO,So Much for Love,0.352
3243,Built from War,Upon A Burning Body,204662,0.958,,0.00912,11,0.374,-4.683,0,47.0,0.138,136.327,4,3ZgxVUl8xoSBb4XThOZ4HL,Built from War,0.277
3244,Of Truth And Sacrifice,Heaven Shall Burn,325701,0.961,,0.0566,1,0.116,-6.612,1,45.0,0.0688,95.938,4,3CNN8lGt2bMKWylhaNnR50,Übermacht,0.144
3245,No Rest,Honest Crooks,229205,0.901,,0.00261,3,0.152,-4.469,1,34.0,0.182,120.271,4,31GDLqmnlvXCH3qUrCXiMt,No Rest,0.0876
3246,Crook,Earth Caller,178308,0.96,,0.0,1,0.364,-6.073,1,33.0,0.257,194.917,4,7MtsR2dUH5AqeHgpzVyPDv,I Am No Good,0.159
3247,Verminous,The Black Dahlia Murder,229808,0.943,,0.86,1,0.806,-7.368,1,37.0,0.156,115.02,4,5L00SssgkYwcf0kpeTglvW,Verminous,0.199
3248,Keep Your Distance,Malevolence,171492,0.926,,2.95e-05,2,0.265,-4.581,1,46.0,0.147,105.136,4,02p1jKVOK2yzCBvRP3DCzX,Keep Your Distance,0.592
3249,D,The Acacia Strain,168565,0.997,,0.0222,5,0.308,-2.686,1,36.0,0.11,159.99,4,74Kl9WSj63K7MJOZssDwAF,Seeing God (feat. Aaron Heard),0.0416
3250,Choke,Bury Tomorrow,227440,0.981,,9.06e-05,1,0.194,-5.701,1,61.0,0.0936,124.91,4,1BW2QdLe6RtJTMJDSYmg9w,Choke,0.34
3251,Catalyst,Neaera,262880,0.998,,0.415,11,0.0796,-5.228,1,31.0,0.184,160.007,4,4PZyMx0S5LQyi76JWOrXg0,Catalyst,0.036
3252,Protector,Heaven Shall Burn,321970,0.98,,0.707,10,0.313,-3.764,0,46.0,0.106,175.178,4,24lq7iazH1xoHKCXRgl3La,Protector,0.137
3253,Brutus,Benighted,168587,0.913,,0.0467,2,0.113,-8.413,1,27.0,0.212,140.208,3,7I8vqZE2Vm4EqYIwCPhb0u,Brutus,0.123
3254,Hornet's Nest,Power Trip,279811,0.982,,0.289,4,0.661,-3.912,1,53.0,0.121,171.928,4,12twP0oGdOTzmxLd0CoGs3,Hornet's Nest,0.241
3255,Dreh auf!,We Butter The Bread With Butter,184363,0.862,,0.3,5,0.1,-7.952,0,49.0,0.056,110.047,4,2lU7wi6V6RpYKYdelZqms6,Dreh auf!,0.191
3256,Instability,Dragged Under,230178,0.986,,9.24e-06,1,0.136,-2.839,1,0.0,0.107,180.021,4,5yRNjZZQvpzQhtexicaZjb,Instability,0.294
3257,Love Me to Death,Suicide Silence,255034,0.991,,0.848,9,0.311,-4.521,1,0.0,0.159,137.216,4,4CqiQWMP6T0SL1aGSmsFqZ,Love Me to Death,0.105
3258,Disconnected,Nothing Left,186849,0.956,,0.945,8,0.117,-4.6,1,30.0,0.057,145.768,4,5JThFNIo27sIaFDp3iw3OV,Death from Above,0.555
3259,Obsidian,Viscera,291923,0.718,,0.641,8,0.0438,-7.094,1,43.0,0.0505,130.026,4,6seM27tkVi4mpADMxar5iL,Obsidian,0.301
3260,Black of My Eyes,Bodysnatcher,232635,0.935,,0.00474,10,0.256,-4.441,0,39.0,0.0915,109.988,4,0rl0t8BwHP1GIIEyC5DN4Q,Black of My Eyes,0.189
3261,Eternal Nightmare,Chelsea Grin,196002,0.987,,0.275,8,0.365,-4.794,0,54.0,0.133,129.981,4,6pbaTgcj9kCmw9aPg2qONs,Hostage,0.213
3262,PIGS EAR,Emmure,131143,0.913,,0.066,3,0.357,-6.883,0,0.0,0.106,139.518,4,4ZJduIHjMVQ3RIxFOR7sHz,PIGS EAR,0.445
3263,Poverty of Self,Currents,205670,0.95,,0.642,11,0.19,-5.528,1,35.0,0.129,115.087,4,4dEwT3lzsASXCiIrgFUpQu,Poverty of Self,0.15
3264,Playing the Victim,Blood Youth,226500,0.98,,0.0,10,0.282,-4.82,0,42.0,0.14,194.986,4,6RZ8XyeLf77Qiby52iXW8b,Playing the Victim,0.294
3265,Choose Your Side,Nothing Left,181610,0.992,,0.518,7,0.234,-4.652,1,29.0,0.203,159.868,4,4Hbvtobp1tDBmNvZ2MHEpt,Choose Your Side,0.0599
3266,The End of All We Know,Bleed From Within,251512,0.959,,0.00012,6,0.328,-5.104,0,56.0,0.107,149.406,3,14EXZEog1hW97d6yz8ejih,The End of All We Know,0.336
3267,Strength to Draw the Line,Jasta,168164,0.994,,0.0,6,0.39,-3.38,1,43.0,0.204,184.932,4,5Tuyx5F52gMpUr5CdH8Awg,Strength to Draw the Line,0.154
3268,In Darkness,Varials,157653,0.988,,0.172,1,0.404,-2.74,0,42.0,0.153,87.743,3,0Y7kbZ3s7AYKGc0N8BJngA,In Darkness,0.109
3269,The Truest Love,Kublai Khan TX,231626,0.914,,0.00391,0,0.0667,-4.738,0,35.0,0.105,183.153,4,3kE1wgi0cTUqHNlfoTbiFh,The Truest Love,0.256
3270,Peeling Wax (feat. Matt Honeycutt),Left Behind,221153,0.984,,0.00625,11,0.13,-3.124,1,35.0,0.0935,131.392,4,4A64JdONZNE0ShoiHrJx1N,Peeling Wax (feat. Matt Honeycutt),0.298
3271,Burn,Lionheart,167145,0.962,,0.0,6,0.27,-4.662,1,0.0,0.101,131.388,4,7I2rO1yk5N4bwJ18pJdmBa,Burn,0.427
3272,Shaped by Fire,As I Lay Dying,202158,0.972,,0.145,8,0.365,-5.26,1,0.0,0.185,200.113,4,5xa5C8TmCuF1q8cBRutiMY,Blinded,0.125
3273,Fortune Teller,Stray From The Path,162440,0.963,,0.0,1,0.337,-2.129,1,34.0,0.141,138.88,4,5L4sQHhVxy8uMbSqVNw6qi,Fortune Teller,0.557
3274,The Battle of Yaldabaoth,Infant Annihilator,166283,0.985,,0.889,6,0.289,-2.025,1,47.0,0.247,130.1,4,18xvWGURVYg8hUIRHpowNr,Childchewer,0.278
3275,The Thin Line Between Death and Immortality,Brothers Till We Die,191500,0.921,,0.438,2,0.347,-4.094,1,29.0,0.0624,128.023,4,5zSAMgdQ86NVzDP3m7qT9K,Hand to Hand,0.217
3276,Absolute,Kublai Khan TX,157771,0.966,,0.000859,1,0.0916,-3.796,1,43.0,0.083,143.271,4,34t86NDIJo7Q0pdqcK9SSw,Us & Them,0.458
3277,Tethra,Tethra,289237,0.981,,0.000114,6,0.367,-4.219,1,39.0,0.13,130.991,4,4IEoWpnV0k58TWF5hkta6D,Masochistic Healing,0.147
3278,Bloodlust,Body Count,216813,0.992,,0.0,8,0.169,-1.927,1,41.0,0.165,143.974,4,3AsOm7qVG0IWyLFKRH7v6V,All Love Is Lost (feat. Max Cavalera),0.336
3279,The Legacy of Shi,Rise Of The Northstar,191747,0.961,,4.55e-05,1,0.199,-2.53,1,0.0,0.0717,97.495,4,6xfLi5JSmJVXovRRziN7Tz,Nekketsu,0.31
3280,A New Kind of Horror,Anaal Nathrakh,209100,0.997,,0.019,11,0.147,-4.928,1,49.0,0.19,150.036,4,38XmF28XW6a7g44JhZdsDT,Forward!,0.0314
3281,With All Their Might,Dyscarnate,246360,0.97,,0.561,7,0.338,-6.263,1,34.0,0.108,97.513,4,0CwLjkdgKzMRxR0WE89Hw7,Of Mice and Mountains,0.302
3282,One Day Closer to the End of the World,Cattle Decapitation,227398,0.98,,0.868,4,0.286,-3.795,0,34.0,0.204,125.031,4,5Db1yq0HRGZFOARJVgLvlP,One Day Closer to the End of the World,0.0607
3283,Znousland 2,Znous,215000,0.713,,0.649,8,0.269,-10.032,1,28.0,0.0357,130.027,4,34hbQxtu8e8tw1mDvVkIIT,Sidi Arbi,0.795
3284,Betweenatna,Betweenatna,242155,0.959,,3.98e-06,9,0.343,-4.755,1,26.0,0.332,77.322,4,5WCLyTCEPTz3f8Q4AnSZqm,Lay chafi,0.256
3285,Znousland 2,Znous,242000,0.74,,0.139,11,0.146,-11.15,0,15.0,0.0359,130.062,4,5JW5FWbRjkcANrIXxjHPJx,Khoroto (Gultrah Sound System),0.801
3286,Legacy,Myrath,108560,0.851,,0.942,7,0.202,-9.238,1,27.0,0.0956,109.95,3,6xIo0HSCFkIlrosMSQUrDS,Jasmin,0.0681
3287,Jaish Al-Namrood,Al-Namrood,307640,0.999,,0.000102,10,0.417,2.213,0,25.0,0.149,140.021,4,483Ijr8RgQkWYvJ3R9g3zh,Atba'a Al-Namrood,0.0691
3288,Wa Ma Khufiya Kana A'atham,Narjahanam,311955,0.989,,0.445,7,0.296,-1.999,1,18.0,0.166,179.875,3,1zMvdRf1pe7HkKBVaBrLLZ,Kahf Alkhulood,0.0376
3289,Moongod,Aeternam,341176,0.971,,0.0135,5,0.248,-2.933,1,20.0,0.077,111.006,3,54LcV9HzyNTrwbYYY88XD5,Moongod,0.173
3290,Sofia,Arkan,293600,0.916,,0.00986,4,0.122,-3.636,0,17.0,0.0705,179.892,4,2IbOp5y95v0VXR32RV98q1,Hayati,0.243
3291,Gnawi,Al-Qasar,357934,0.919,,9.43e-05,2,0.133,-5.676,1,12.0,0.0485,141.962,4,5dmikvdu7jfOtfUk9hu2el,Gnawi,0.487
3292,Believer (feat. Don Airey),Myrath,305581,0.954,,4.07e-06,2,0.0793,-4.735,0,1.0,0.0627,95.969,4,08rgyiy3UjZMYqGosaiXJ9,Believer (feat. Don Airey),0.223
3293,Wasted Years,Nawather,240508,0.939,,0.00874,5,0.059,-3.731,0,16.0,0.0517,75.059,4,7MSH1qlIpKG1JNd0vhBhte,Time to Raise the Curtains,0.437
3294,Mirrors of Disgrace,Esodic,285651,0.964,,0.0267,8,0.0575,-5.763,1,15.0,0.052,93.16,4,6YJxrjI7Y53MCKWEzdxDta,Blind Fate (Turab),0.543
3295,Ruins of Empires,Aeternam,290687,0.988,,0.00021,5,0.352,-3.804,1,24.0,0.12,102.509,3,4DRxjZeaDCMBQmrfF08KNK,Damascus Gate,0.133
3296,Ma Adesh Feeha (We've Had It),Khalas,248661,0.917,,0.0,1,0.0919,-4.274,0,8.0,0.0645,150.122,4,3jCPmClsW1pHGCRGpvgnDe,Shokran (Thank You),0.527
3297,Ahlan Wa Sahlan,Al-Qasar,184683,0.808,,0.00294,2,0.588,-6.26,1,17.0,0.0561,149.946,4,2jyCql7bHLtn3K7Z6E04b5,Ahlan Wa Sahlan,0.585
3298,Garden of Dystopia,Divine Disorder,484600,0.949,,0.0831,10,0.141,-4.401,0,14.0,0.138,140.323,4,40MlHg1LIQDNryxwJQUNGH,The Gambit,0.275
3299,Shehili,Myrath,69083,0.142,,0.0,2,0.239,-22.85,1,13.0,0.0393,70.838,4,3y5i78fcWnHxu1g67brpOP,Asl,0.293
3300,Beauty & The East,The Kordz,272400,0.846,,0.0,0,0.117,-4.029,1,10.0,0.0352,96.022,4,1fnCKZ8ikOhckUwvBMGLLW,Insomnia Kid,0.32
3301,Timeless Truths,Luay Rifai,342267,0.85,,0.573,2,0.319,-8.822,1,17.0,0.0609,100.043,4,1lnPIy0Vp3sEnPnFidT3bH,Leap of Faith,0.517
3302,Emissaries,Melechesh,241693,0.962,,0.963,2,0.337,-3.22,1,27.0,0.0748,105.001,4,0MHj9bCzoNtKVIuEGnUeH6,Ladders To Sumeria,0.173
3303,Arabic Rock Orchestra,Khalas,249067,0.823,,0.797,9,0.265,-9.397,1,0.0,0.0408,111.953,4,0Ti4bbSLBtIP2pJHHmQgqR,Mejwez,0.521
3304,Riot Against Riot,Blaakyum,323009,0.922,,0.0373,6,0.247,-8.409,1,14.0,0.101,112.516,3,3Fz8IcdXklVz1Kr9SHFcFe,Riot Against Riot,0.48
3305,Garden of Dystopia,Divine Disorder,249427,0.944,,0.566,10,0.112,-4.225,0,13.0,0.0601,105.046,4,0s1u8Wv0dRwizvnGgnXIjU,Children of Menace,0.271
3306,Desert Call,Myrath,340427,0.956,,0.289,2,0.0779,-6.555,1,18.0,0.096,94.932,4,3Qo94B93QHjhPTIAQyMmcd,Forever and A Day,0.271
3307,Blinding the Masses,Scarab,300253,0.981,,0.24,6,0.0867,-5.979,1,19.0,0.106,118.07,4,2QX8MH41UYIYKEfodmfRJd,Ankh,0.154
3308,Aftermath,Acyl,336347,0.816,,2.22e-06,11,0.0753,-5.372,1,19.0,0.0346,119.99,3,4QRjuVSPlAIDZP3KfiBwt1,Son of Muhieddine,0.226
3309,The Order Of Amenti,Crescent,240000,0.776,,0.975,5,0.408,-5.911,1,3.0,0.0446,120.007,4,1SkWDSHs825x3os2JtxKBQ,The Twelth Gate,0.195
3310,Ma Adesh Feeha (We've Had It),Khalas,239675,0.521,,0.853,1,0.0701,-7.922,1,17.0,0.0352,120.045,4,3ooVc9kPY6DNpCxM2srJtb,Inta Omri (You Are My Life),0.556
3311,Line of Fear,Blaakyum,255440,0.833,,0.00519,6,0.0783,-7.295,1,18.0,0.0808,120.03,4,6Qd5yE8cmlcaaBz7Nxy2EL,Freedom Denied,0.538
3312,Color Blind,Massive Scar Era,222157,0.88,,0.00405,10,0.177,-11.488,0,13.0,0.0687,124.959,4,3p51E8KkplEefPXyO9CuzY,Unfollow,0.69
3313,Carnero Negro,Carnero Negro,124949,0.992,,0.879,7,0.251,-3.895,1,9.0,0.148,116.147,4,6LZOde1jUcuNLrQSrKLqcT,Las Piedras No Se Comen,0.188
3314,The Beginning of the End,Tulkas,223588,0.911,,0.548,2,0.374,-6.731,1,22.0,0.0434,107.386,4,5TbhsLhD3xjvjp2uzpfkNJ,Outsider God Creation (O.G.C),0.538
3315,Creation of Insanity,Introtyl,161882,0.947,,0.338,2,0.225,-5.949,1,14.0,0.0768,105.009,4,4tmIaTtJDLBkreZhO3w4o7,Regresión,0.199
3316,Crónicas de sangre y carne,Gore and Carnage,195653,0.9,,0.335,1,0.248,-5.034,1,10.0,0.05,103.988,4,1dqDKk9UW8CiaurtULYdAJ,Economia de la Muerte,0.425
3317,Escotomafobia,From the Grave,314833,0.953,,0.749,0,0.124,-10.312,1,18.0,0.0695,186.538,4,3wwbOhG8PY3L60O7tRNqkS,Pesadilla,0.135
3318,El Despertar de Los Tiempos,Kalaveraztekah,257333,0.998,,0.941,7,0.34,-6.406,1,5.0,0.179,117.483,4,5ZpRwz7Pe1MI0gIqiUqTBv,Desmembramiento de Tzipaktli (La Bestia de los 18 Cuerpos),0.0359
